# Input: ./youtube_pruned.txt
# Nodes: 40852    Edges: 834676
# Algoritm: Clauset-Newman-Moore
# Modularity: 0.585477
# Communities: 51
# NId	CommunityId
1108	0
1119	0
1189	0
1191	0
1220	0
1240	0
1243	0
1247	0
1259	0
1262	0
1268	0
1272	0
1274	0
1283	0
1369	0
1385	0
1432	0
1491	0
1585	0
1598	0
1605	0
1625	0
1704	0
1705	0
1709	0
1751	0
1986	0
2026	0
2047	0
2052	0
2057	0
2058	0
2077	0
2089	0
2100	0
2118	0
2125	0
2130	0
2136	0
2152	0
2241	0
2244	0
2245	0
2248	0
2252	0
2264	0
2526	0
2821	0
2836	0
2849	0
2856	0
2881	0
2901	0
2905	0
2908	0
2926	0
2963	0
2966	0
2983	0
2986	0
3005	0
3010	0
3016	0
3018	0
3081	0
3137	0
3172	0
3179	0
3196	0
3198	0
3209	0
3222	0
3226	0
3236	0
3266	0
3278	0
3307	0
3311	0
3341	0
3507	0
3524	0
3531	0
3547	0
3646	0
3674	0
3677	0
3737	0
3775	0
3803	0
3812	0
3836	0
3890	0
3900	0
4063	0
4087	0
4226	0
4235	0
4264	0
4304	0
4343	0
4457	0
4459	0
4460	0
4712	0
4719	0
4724	0
4727	0
4801	0
4805	0
4845	0
4849	0
4871	0
4877	0
4882	0
4890	0
4893	0
4903	0
4914	0
4927	0
4929	0
4936	0
4938	0
4950	0
4952	0
4966	0
5011	0
5025	0
5038	0
5050	0
5094	0
5157	0
5205	0
5425	0
5426	0
5559	0
5721	0
5738	0
5764	0
5804	0
5819	0
5906	0
5927	0
5976	0
5996	0
6068	0
6094	0
6138	0
6288	0
6524	0
6541	0
6551	0
6559	0
6573	0
6576	0
6663	0
6677	0
6694	0
6695	0
6707	0
6708	0
6723	0
6762	0
6795	0
6816	0
6894	0
7017	0
7081	0
7142	0
7183	0
7206	0
7218	0
7245	0
7257	0
7277	0
7296	0
7419	0
7531	0
7554	0
7561	0
7614	0
7622	0
7713	0
7718	0
7734	0
7779	0
7807	0
7808	0
7812	0
7820	0
7838	0
7860	0
7911	0
7963	0
7964	0
7965	0
7967	0
7976	0
8007	0
8030	0
8125	0
8324	0
8327	0
8387	0
8395	0
8425	0
8477	0
8481	0
8498	0
8517	0
8535	0
8559	0
8615	0
8659	0
8683	0
8687	0
8731	0
8790	0
8843	0
8857	0
9040	0
9097	0
9193	0
9199	0
9225	0
9256	0
9265	0
9272	0
9292	0
9369	0
9451	0
9470	0
9735	0
9805	0
9841	0
9843	0
9850	0
9868	0
9887	0
10033	0
10072	0
10113	0
10284	0
10294	0
10352	0
10372	0
10420	0
10916	0
11119	0
11357	0
11547	0
11665	0
11668	0
11677	0
11722	0
11823	0
11989	0
12151	0
13312	0
13341	0
13493	0
13530	0
13568	0
13645	0
13662	0
13805	0
14416	0
14484	0
14975	0
15052	0
15231	0
15282	0
15334	0
15347	0
15500	0
15634	0
15808	0
15887	0
16061	0
16273	0
16597	0
16687	0
16823	0
16995	0
17128	0
17310	0
17394	0
17405	0
17417	0
17435	0
17717	0
17826	0
17906	0
17936	0
17960	0
17995	0
18014	0
18028	0
18029	0
18039	0
18054	0
18064	0
18069	0
18111	0
18119	0
18124	0
18130	0
18153	0
18163	0
18171	0
18175	0
18177	0
18186	0
18191	0
18214	0
18221	0
18230	0
18260	0
18278	0
18281	0
18305	0
18308	0
18325	0
18330	0
18334	0
18336	0
18340	0
18367	0
18377	0
18390	0
18400	0
18446	0
18452	0
18454	0
18460	0
18472	0
18478	0
18481	0
18498	0
18500	0
18502	0
18506	0
18515	0
18519	0
18524	0
18532	0
18553	0
18560	0
18562	0
18566	0
18593	0
18597	0
18616	0
18619	0
18624	0
18626	0
18636	0
18655	0
18665	0
18675	0
18684	0
18685	0
18732	0
18742	0
18762	0
18780	0
18784	0
18796	0
18811	0
18827	0
18962	0
18995	0
19172	0
19764	0
19924	0
21615	0
21784	0
22056	0
22298	0
22367	0
23073	0
23348	0
23386	0
23488	0
24679	0
25084	0
26576	0
27109	0
27337	0
27456	0
27632	0
27920	0
27948	0
28073	0
28440	0
28490	0
28849	0
28870	0
28896	0
31536	0
31545	0
31627	0
32182	0
32456	0
35824	0
36047	0
36284	0
36701	0
36782	0
37279	0
42258	0
43126	0
43827	0
43994	0
44205	0
44253	0
44522	0
47473	0
50224	0
50562	0
50600	0
50708	0
51684	0
51893	0
58343	0
58617	0
59569	0
61455	0
62064	0
62097	0
63620	0
67861	0
69845	0
71284	0
74945	0
82307	0
84491	0
84994	0
85584	0
85979	0
87327	0
88937	0
89112	0
90166	0
96437	0
96885	0
99731	0
100018	0
102806	0
110663	0
117156	0
118146	0
119723	0
126186	0
127024	0
132892	0
133903	0
139881	0
151704	0
152796	0
157125	0
160066	0
164637	0
166881	0
181371	0
184747	0
185095	0
188439	0
196139	0
199209	0
202975	0
204885	0
206142	0
206946	0
208892	0
220755	0
222201	0
222241	0
223416	0
264751	0
269349	0
279499	0
303197	0
306194	0
313482	0
315908	0
359091	0
413703	0
442940	0
447303	0
450784	0
477207	0
482709	0
494736	0
504784	0
521931	0
532046	0
532200	0
559063	0
587115	0
637969	0
639360	0
639496	0
639586	0
644803	0
644889	0
644942	0
644955	0
646961	0
648750	0
649500	0
650911	0
650922	0
650926	0
650940	0
651102	0
651129	0
651140	0
651152	0
653262	0
653894	0
655427	0
655438	0
655446	0
655530	0
655546	0
655575	0
655609	0
655616	0
655861	0
655869	0
655948	0
656057	0
656148	0
656395	0
656397	0
656412	0
656427	0
656431	0
657135	0
658672	0
659678	0
660406	0
661632	0
663545	0
663560	0
663606	0
663607	0
663620	0
663634	0
663637	0
663663	0
663701	0
663733	0
663737	0
663741	0
663742	0
663753	0
663777	0
663779	0
663780	0
663781	0
663788	0
663789	0
663793	0
663798	0
663815	0
663816	0
663819	0
663823	0
663837	0
663838	0
663840	0
663843	0
663852	0
663853	0
663854	0
663857	0
663859	0
663864	0
663871	0
663873	0
663899	0
663910	0
663931	0
663947	0
663950	0
663966	0
663978	0
664006	0
664031	0
664033	0
664035	0
664049	0
664053	0
664054	0
664059	0
664063	0
664068	0
664072	0
664081	0
664086	0
664094	0
664102	0
664111	0
664117	0
664153	0
664154	0
664158	0
664205	0
664320	0
664661	0
665815	0
667133	0
667359	0
667456	0
669368	0
670575	0
671081	0
674598	0
676650	0
681863	0
683327	0
699287	0
793659	0
874310	0
1014427	0
1014440	0
1019955	0
1032030	0
1034018	0
1048438	0
1053595	0
1067598	0
1076390	0
1079072	0
1079762	0
1081808	0
1085826	0
1105740	0
1105821	0
1112725	0
1118135	0
1120568	0
1125502	0
538	0
547	0
553	0
574	0
586	0
595	0
601	0
608	0
632	0
656	0
667	0
680	0
681	0
691	0
197	0
808	0
905	0
1042	0
1050	0
1073	0
1093	0
1252	0
1992	0
3513	0
3521	0
3534	0
3541	0
3555	0
3559	0
3564	0
3565	0
5109	0
7484	0
130558	0
663562	0
664283	0
665190	0
665601	0
72	0
314	0
517	0
702	0
704	0
705	0
706	0
708	0
709	0
711	0
712	0
713	0
715	0
717	0
719	0
720	0
722	0
728	0
729	0
731	0
732	0
733	0
734	0
801	0
823	0
887	0
1233	0
1707	0
2086	0
3113	0
5149	0
6722	0
8265	0
14127	0
17257	0
19952	0
23670	0
25684	0
26949	0
27359	0
35748	0
36790	0
51710	0
59746	0
663619	0
663641	0
664231	0
664490	0
665615	0
665619	0
704422	0
1257	0
3086	0
3087	0
3098	0
3099	0
3107	0
3117	0
3121	0
3127	0
3129	0
3138	0
3139	0
3140	0
3151	0
3155	0
3157	0
3158	0
3161	0
8792	0
9063	0
22117	0
65420	0
664591	0
666986	0
948	0
958	0
2880	0
3171	0
3228	0
3791	0
3907	0
4386	0
4422	0
4956	0
5424	0
5431	0
5825	0
5870	0
6154	0
6655	0
6657	0
6666	0
6667	0
6669	0
6670	0
6671	0
6673	0
6674	0
6675	0
6683	0
6686	0
6690	0
6693	0
6702	0
6703	0
6705	0
6710	0
6711	0
8717	0
60056	0
84759	0
434142	0
663651	0
868646	0
27	0
32	0
34	0
35	0
37	0
38	0
41	0
42	0
43	0
44	0
52	0
55	0
58	0
59	0
60	0
61	0
70	0
73	0
74	0
81	0
83	0
88	0
90	0
94	0
96	0
124	0
130	0
135	0
179	0
271	0
337	0
388	0
512	0
747	0
873	0
927	0
1027	0
1682	0
1947	0
1987	0
5027	0
5445	0
5740	0
5937	0
6527	0
6720	0
6899	0
7110	0
7217	0
7222	0
7335	0
7436	0
7708	0
7815	0
7823	0
9823	0
9847	0
11194	0
14785	0
15209	0
15280	0
15522	0
16390	0
17362	0
17546	0
19252	0
21666	0
22192	0
22937	0
23806	0
24461	0
28006	0
28328	0
28992	0
29281	0
31968	0
37654	0
40338	0
43735	0
47240	0
49259	0
51891	0
51992	0
71369	0
85706	0
163448	0
300636	0
529809	0
645871	0
651119	0
663544	0
663565	0
663585	0
664613	0
1182	0
2807	0
2813	0
156	0
207	0
208	0
220	0
230	0
306	0
322	0
338	0
347	0
386	0
432	0
442	0
481	0
487	0
492	0
790	0
794	0
802	0
843	0
849	0
886	0
1030	0
1039	0
1065	0
1113	0
1144	0
1157	0
1249	0
1456	0
1481	0
1557	0
1596	0
1667	0
1775	0
1928	0
1948	0
1953	0
1954	0
2017	0
2063	0
2076	0
2149	0
2192	0
2239	0
2262	0
2835	0
2845	0
2865	0
3199	0
3305	0
3865	0
3928	0
4717	0
4761	0
4785	0
4819	0
4824	0
4926	0
4941	0
4972	0
5063	0
5065	0
5126	0
5147	0
5342	0
5367	0
5385	0
5469	0
5471	0
5481	0
5488	0
5495	0
5501	0
5502	0
5503	0
5524	0
5534	0
5539	0
5551	0
5554	0
5579	0
5587	0
5602	0
5621	0
5644	0
5650	0
5657	0
5674	0
5720	0
5737	0
5754	0
5770	0
5792	0
5796	0
5848	0
5867	0
5925	0
5944	0
5948	0
5949	0
5995	0
6000	0
6001	0
6008	0
6020	0
6040	0
6050	0
6069	0
6089	0
6090	0
6123	0
6145	0
6165	0
6197	0
6200	0
6241	0
6247	0
6250	0
6266	0
6280	0
6290	0
6294	0
6323	0
6330	0
6648	0
6719	0
6739	0
6752	0
6754	0
6763	0
6928	0
7061	0
7126	0
7197	0
7330	0
7754	0
7790	0
7810	0
7814	0
7862	0
8012	0
8084	0
8154	0
8314	0
8316	0
8336	0
8400	0
8469	0
8504	0
8522	0
8580	0
8838	0
8868	0
9100	0
9110	0
9116	0
9125	0
9146	0
9296	0
9574	0
9652	0
9707	0
9877	0
9904	0
9912	0
10278	0
10459	0
10626	0
10986	0
11176	0
11191	0
11244	0
11443	0
11587	0
11845	0
11949	0
12000	0
12059	0
12076	0
12291	0
12297	0
12466	0
12514	0
12661	0
12977	0
12980	0
13426	0
13679	0
13738	0
13762	0
13975	0
14068	0
14170	0
14267	0
14421	0
14561	0
14593	0
14759	0
14854	0
15048	0
15132	0
15191	0
15433	0
15786	0
16445	0
16472	0
16524	0
16563	0
16735	0
17086	0
17603	0
17637	0
17856	0
18949	0
19159	0
19267	0
19409	0
19647	0
19669	0
19779	0
19815	0
19842	0
19934	0
21440	0
21622	0
21627	0
21913	0
22073	0
22105	0
22131	0
22180	0
22626	0
22676	0
22728	0
22732	0
22746	0
22799	0
22854	0
22875	0
22878	0
22955	0
23103	0
23217	0
23245	0
23268	0
23347	0
23352	0
23426	0
23614	0
23671	0
23744	0
23783	0
23980	0
23990	0
24708	0
25388	0
25626	0
26383	0
26632	0
26659	0
26987	0
27269	0
27433	0
27604	0
27733	0
27904	0
27977	0
28060	0
28105	0
28163	0
28887	0
29880	0
29927	0
30158	0
31254	0
31570	0
32051	0
32879	0
34779	0
35701	0
36619	0
36912	0
36913	0
36935	0
38105	0
38106	0
38109	0
38111	0
38124	0
38128	0
38132	0
38134	0
38153	0
38159	0
38199	0
38213	0
38217	0
38223	0
38232	0
38244	0
38333	0
39131	0
39825	0
41848	0
42640	0
42645	0
42857	0
42865	0
42941	0
42960	0
43148	0
43571	0
44064	0
44271	0
47823	0
48479	0
50429	0
51270	0
52235	0
53475	0
58346	0
59370	0
63022	0
70816	0
81238	0
86834	0
91146	0
97656	0
102569	0
131303	0
136273	0
157075	0
166118	0
202544	0
205520	0
223909	0
225217	0
229784	0
319696	0
325339	0
589518	0
642333	0
655500	0
663573	0
664325	0
664632	0
664789	0
665749	0
666050	0
671311	0
673300	0
673498	0
680694	0
895251	0
141	0
146	0
245	0
332	0
357	0
423	0
452	0
453	0
462	0
741	0
812	0
891	0
901	0
941	0
943	0
963	0
1188	0
1217	0
1228	0
1384	0
1586	0
1984	0
2257	0
2820	0
2823	0
3186	0
3683	0
3771	0
4396	0
4400	0
4502	0
4909	0
5454	0
5986	0
6169	0
6338	0
6741	0
6903	0
7698	0
7752	0
7759	0
7850	0
8076	0
8129	0
8147	0
8690	0
8780	0
9150	0
9179	0
9281	0
9543	0
9629	0
9801	0
9855	0
10061	0
11335	0
11717	0
11773	0
11974	0
12057	0
12075	0
12115	0
12128	0
12249	0
12270	0
12282	0
12520	0
12565	0
12705	0
12767	0
12809	0
12848	0
12905	0
12942	0
13040	0
13585	0
13699	0
13708	0
13877	0
13994	0
14128	0
14292	0
14306	0
14311	0
14350	0
14449	0
14467	0
14541	0
14568	0
14605	0
14635	0
14748	0
14768	0
14820	0
14844	0
14948	0
15111	0
15120	0
15156	0
15183	0
15197	0
15214	0
15262	0
15379	0
15394	0
15554	0
15692	0
15892	0
15896	0
16021	0
16036	0
16044	0
16056	0
16071	0
16245	0
16301	0
16322	0
16325	0
16375	0
16379	0
16421	0
16475	0
16562	0
16593	0
16632	0
16699	0
16737	0
16800	0
16903	0
17059	0
17106	0
17191	0
21651	0
23435	0
23436	0
23467	0
23474	0
25352	0
26613	0
41883	0
83813	0
104237	0
133024	0
173726	0
182929	0
224665	0
224798	0
230622	0
320561	0
440126	0
637542	0
642336	0
644795	0
644988	0
645829	0
653875	0
656528	0
663683	0
666472	0
820	0
867	0
1177	0
1451	0
1575	0
2096	0
3026	0
3569	0
3618	0
3804	0
3808	0
3832	0
4631	0
4753	0
5010	0
5130	0
5198	0
5791	0
6035	0
6225	0
6978	0
7146	0
8170	0
8257	0
8645	0
8899	0
10067	0
10730	0
11192	0
11741	0
11982	0
12020	0
12620	0
12760	0
12929	0
17282	0
17763	0
19108	0
19643	0
22804	0
23023	0
25421	0
25627	0
25734	0
26273	0
27376	0
27635	0
28977	0
29077	0
42847	0
43020	0
44032	0
47437	0
48521	0
50023	0
53223	0
56862	0
56965	0
58584	0
59487	0
72598	0
72628	0
72651	0
72661	0
72678	0
72685	0
72699	0
72717	0
72723	0
72731	0
72755	0
72757	0
72765	0
76829	0
79088	0
86297	0
124327	0
131305	0
132751	0
175184	0
224757	0
388125	0
472212	0
515984	0
664748	0
665005	0
665418	0
666558	0
667229	0
668093	0
670284	0
678393	0
678925	0
730169	0
909003	0
1030153	0
170	0
435	0
804	0
1024	0
1309	0
3169	0
6014	0
6300	0
6329	0
7675	0
7676	0
7678	0
7679	0
7680	0
7682	0
7683	0
7686	0
7690	0
7691	0
7694	0
7701	0
7806	0
12939	0
13098	0
61233	0
200789	0
663719	0
664468	0
665466	0
665937	0
665942	0
139	0
151	0
161	0
168	0
175	0
180	0
187	0
188	0
193	0
202	0
203	0
209	0
217	0
222	0
228	0
234	0
240	0
248	0
255	0
267	0
272	0
275	0
278	0
279	0
280	0
284	0
289	0
293	0
296	0
298	0
302	0
305	0
312	0
315	0
331	0
333	0
336	0
351	0
352	0
354	0
392	0
397	0
400	0
403	0
409	0
413	0
415	0
425	0
429	0
430	0
438	0
454	0
461	0
466	0
467	0
478	0
482	0
488	0
489	0
493	0
494	0
521	0
525	0
528	0
533	0
788	0
793	0
796	0
810	0
814	0
828	0
883	0
889	0
906	0
907	0
917	0
918	0
919	0
920	0
922	0
931	0
935	0
1008	0
1011	0
1012	0
1015	0
1016	0
1029	0
1047	0
1053	0
1068	0
1069	0
1071	0
1079	0
1089	0
1118	0
1186	0
1190	0
1211	0
1245	0
1293	0
1314	0
1317	0
1331	0
1335	0
1353	0
1355	0
1363	0
1364	0
1367	0
1381	0
1427	0
1430	0
1441	0
1443	0
1448	0
1455	0
1472	0
1473	0
1488	0
1495	0
1500	0
1507	0
1518	0
1523	0
1527	0
1529	0
1531	0
1554	0
1561	0
1579	0
1581	0
1584	0
1594	0
1601	0
1602	0
1604	0
1606	0
1613	0
1632	0
1643	0
1644	0
1650	0
1653	0
1657	0
1658	0
1662	0
1666	0
1668	0
1673	0
1686	0
1697	0
1702	0
1710	0
1711	0
1725	0
1734	0
1740	0
1742	0
1755	0
1915	0
1916	0
1918	0
1919	0
1926	0
1927	0
1929	0
1934	0
1938	0
1952	0
1959	0
1968	0
1980	0
1988	0
2004	0
2021	0
2022	0
2031	0
2033	0
2038	0
2079	0
2082	0
2090	0
2101	0
2117	0
2124	0
2132	0
2150	0
2151	0
2215	0
2220	0
2234	0
2238	0
2255	0
2268	0
2277	0
2815	0
2816	0
2828	0
2847	0
2848	0
2854	0
2869	0
2879	0
2925	0
2928	0
2976	0
2989	0
2993	0
3037	0
3073	0
3168	0
3185	0
3191	0
3195	0
3206	0
3207	0
3221	0
3230	0
3232	0
3280	0
3292	0
3622	0
3682	0
3911	0
3929	0
3958	0
3979	0
4037	0
4125	0
4175	0
4402	0
4407	0
4478	0
4496	0
4668	0
4709	0
4721	0
4723	0
4730	0
4733	0
4751	0
4758	0
4762	0
4766	0
4769	0
4775	0
4779	0
4784	0
4789	0
4795	0
4799	0
4806	0
4816	0
4818	0
4837	0
4853	0
4865	0
4866	0
4867	0
4868	0
4874	0
4901	0
4902	0
4910	0
4913	0
4930	0
4937	0
4942	0
4974	0
4975	0
4991	0
5000	0
5022	0
5043	0
5078	0
5092	0
5115	0
5133	0
5141	0
5161	0
5163	0
5178	0
5184	0
5202	0
5206	0
5216	0
5246	0
5268	0
5341	0
5391	0
5418	0
5421	0
5423	0
5433	0
5434	0
5435	0
5442	0
5443	0
5448	0
5452	0
5460	0
5463	0
5467	0
5470	0
5506	0
5519	0
5565	0
5573	0
5580	0
5585	0
5588	0
5589	0
5596	0
5638	0
5667	0
5675	0
5691	0
5752	0
5768	0
5781	0
5799	0
5811	0
5838	0
5839	0
5840	0
5873	0
5883	0
5886	0
5890	0
5914	0
5915	0
5922	0
5940	0
5956	0
5961	0
5962	0
5972	0
5997	0
6010	0
6017	0
6029	0
6045	0
6047	0
6060	0
6064	0
6076	0
6096	0
6125	0
6129	0
6172	0
6181	0
6187	0
6193	0
6201	0
6223	0
6226	0
6236	0
6237	0
6270	0
6289	0
6296	0
6311	0
6313	0
6327	0
6332	0
6544	0
6560	0
6564	0
6606	0
6651	0
6652	0
6745	0
6751	0
6755	0
6759	0
6780	0
6807	0
6811	0
6933	0
6975	0
7067	0
7082	0
7094	0
7141	0
7243	0
7255	0
7276	0
7293	0
7311	0
7328	0
7348	0
7384	0
7395	0
7417	0
7488	0
7499	0
7510	0
7515	0
7532	0
7607	0
7669	0
7715	0
7716	0
7720	0
7721	0
7727	0
7728	0
7746	0
7753	0
7763	0
7769	0
7783	0
7791	0
7792	0
7794	0
7800	0
7811	0
7832	0
7855	0
7867	0
7906	0
7944	0
7946	0
7947	0
7952	0
7956	0
7974	0
7982	0
7989	0
7994	0
7995	0
8036	0
8078	0
8087	0
8168	0
8183	0
8218	0
8241	0
8289	0
8311	0
8360	0
8372	0
8386	0
8393	0
8439	0
8443	0
8455	0
8471	0
8490	0
8496	0
8505	0
8513	0
8523	0
8533	0
8561	0
8567	0
8588	0
8634	0
8641	0
8678	0
8691	0
8695	0
8701	0
8720	0
8745	0
8774	0
8796	0
8810	0
8816	0
8823	0
8840	0
8850	0
8852	0
8871	0
8885	0
8891	0
8903	0
8917	0
8920	0
8925	0
8935	0
8941	0
8959	0
8991	0
9022	0
9027	0
9034	0
9055	0
9060	0
9062	0
9068	0
9076	0
9078	0
9084	0
9092	0
9099	0
9128	0
9143	0
9162	0
9170	0
9182	0
9200	0
9212	0
9219	0
9230	0
9234	0
9257	0
9271	0
9287	0
9357	0
9378	0
9433	0
9437	0
9440	0
9441	0
9450	0
9469	0
9475	0
9487	0
9493	0
9514	0
9517	0
9520	0
9534	0
9537	0
9572	0
9604	0
9695	0
9743	0
9778	0
9800	0
9845	0
9885	0
9940	0
9955	0
10002	0
10015	0
10037	0
10040	0
10043	0
10054	0
10074	0
10126	0
10134	0
10143	0
10150	0
10168	0
10171	0
10203	0
10224	0
10228	0
10230	0
10237	0
10243	0
10253	0
10277	0
10295	0
10306	0
10319	0
10341	0
10348	0
10362	0
10367	0
10398	0
10402	0
10405	0
10416	0
10423	0
10503	0
10513	0
10526	0
10595	0
10599	0
10600	0
10606	0
10630	0
10638	0
10651	0
10669	0
10677	0
10692	0
10694	0
10714	0
10722	0
10726	0
10727	0
10743	0
10752	0
10763	0
10793	0
10807	0
10818	0
10832	0
10851	0
10867	0
10883	0
10896	0
10925	0
10942	0
10946	0
10953	0
10955	0
10961	0
10985	0
11023	0
11085	0
11089	0
11115	0
11151	0
11158	0
11175	0
11188	0
11190	0
11196	0
11202	0
11206	0
11268	0
11281	0
11304	0
11321	0
11331	0
11346	0
11354	0
11365	0
11401	0
11404	0
11414	0
11415	0
11462	0
11473	0
11485	0
11498	0
11510	0
11520	0
11523	0
11524	0
11532	0
11533	0
11549	0
11553	0
11571	0
11579	0
11589	0
11609	0
11623	0
11632	0
11695	0
11707	0
11715	0
11727	0
11733	0
11735	0
11748	0
11788	0
11978	0
12019	0
12024	0
12029	0
12038	0
12087	0
12088	0
12093	0
12095	0
12098	0
12112	0
12116	0
12132	0
12135	0
12141	0
12153	0
12166	0
12181	0
12190	0
12191	0
12195	0
12206	0
12214	0
12232	0
12241	0
12258	0
12259	0
12286	0
12289	0
12294	0
12313	0
12314	0
12343	0
12355	0
12359	0
12375	0
12395	0
12401	0
12403	0
12406	0
12408	0
12414	0
12420	0
12423	0
12460	0
12484	0
12504	0
12505	0
12522	0
12536	0
12541	0
12572	0
12573	0
12580	0
12610	0
12612	0
12623	0
12636	0
12638	0
12648	0
12660	0
12662	0
12691	0
12701	0
12716	0
12724	0
12730	0
12737	0
12746	0
12757	0
12782	0
12792	0
12795	0
12798	0
12826	0
12827	0
12830	0
12832	0
12837	0
12847	0
12850	0
12862	0
12870	0
12882	0
12886	0
12888	0
12893	0
12896	0
12909	0
12912	0
12916	0
12917	0
12918	0
12934	0
12940	0
12941	0
12946	0
12951	0
12955	0
12957	0
12966	0
12968	0
12983	0
13005	0
13007	0
13011	0
13013	0
13024	0
13037	0
13050	0
13051	0
13053	0
13054	0
13127	0
13128	0
13134	0
13136	0
13144	0
13146	0
13147	0
13158	0
13164	0
13165	0
13166	0
13175	0
13188	0
13195	0
13220	0
13234	0
13240	0
13241	0
13245	0
13256	0
13264	0
13266	0
13269	0
13287	0
13309	0
13313	0
13320	0
13321	0
13327	0
13329	0
13363	0
13365	0
13415	0
13417	0
13418	0
13442	0
13460	0
13462	0
13468	0
13481	0
13488	0
13489	0
13492	0
13495	0
13504	0
13515	0
13529	0
13575	0
13583	0
13594	0
13616	0
13636	0
13650	0
13651	0
13657	0
13658	0
13665	0
13675	0
13681	0
13692	0
13701	0
13702	0
13713	0
13718	0
13730	0
13753	0
13763	0
13772	0
13780	0
13784	0
13789	0
13792	0
13799	0
13822	0
13837	0
13845	0
13852	0
13860	0
13873	0
13874	0
13881	0
13887	0
13890	0
13894	0
13899	0
13907	0
13909	0
13911	0
13923	0
13937	0
13939	0
13941	0
13954	0
13956	0
13957	0
13974	0
13977	0
13979	0
13983	0
13984	0
13986	0
13992	0
13999	0
14004	0
14007	0
14008	0
14018	0
14019	0
14020	0
14033	0
14036	0
14044	0
14050	0
14052	0
14063	0
14065	0
14067	0
14075	0
14087	0
14088	0
14093	0
14098	0
14111	0
14114	0
14121	0
14123	0
14133	0
14139	0
14150	0
14154	0
14164	0
14176	0
14180	0
14181	0
14184	0
14188	0
14199	0
14204	0
14206	0
14231	0
14232	0
14234	0
14238	0
14247	0
14251	0
14253	0
14256	0
14259	0
14270	0
14298	0
14313	0
14316	0
14353	0
14364	0
14367	0
14372	0
14378	0
14382	0
14393	0
14399	0
14400	0
14409	0
14414	0
14435	0
14436	0
14447	0
14451	0
14458	0
14460	0
14472	0
14473	0
14497	0
14505	0
14522	0
14526	0
14542	0
14544	0
14569	0
14570	0
14571	0
14603	0
14618	0
14625	0
14626	0
14639	0
14645	0
14664	0
14669	0
14683	0
14693	0
14708	0
14717	0
14725	0
14726	0
14733	0
14738	0
14751	0
14756	0
14786	0
14792	0
14796	0
14813	0
14824	0
14828	0
14841	0
14846	0
14860	0
14867	0
14868	0
14877	0
14879	0
14881	0
14899	0
14900	0
14912	0
14915	0
14924	0
14926	0
14949	0
14958	0
14963	0
14966	0
14976	0
15003	0
15013	0
15014	0
15025	0
15044	0
15062	0
15083	0
15084	0
15091	0
15093	0
15113	0
15130	0
15142	0
15152	0
15155	0
15170	0
15174	0
15179	0
15196	0
15202	0
15206	0
15210	0
15213	0
15224	0
15236	0
15242	0
15243	0
15248	0
15254	0
15259	0
15290	0
15310	0
15311	0
15313	0
15321	0
15326	0
15329	0
15335	0
15340	0
15357	0
15366	0
15388	0
15406	0
15413	0
15417	0
15435	0
15443	0
15451	0
15501	0
15504	0
15508	0
15520	0
15534	0
15535	0
15536	0
15543	0
15544	0
15553	0
15563	0
15576	0
15586	0
15597	0
15598	0
15602	0
15610	0
15627	0
15628	0
15629	0
15631	0
15637	0
